seed,kind,case,phase,block,pulse,rest_ms,label,input_hz,onset_s,duration_ms,input_events,stimulus_spikes,sensory_A,total_spikes,noninput_spikes,resource_before,resource_after,event_file,aBN1,aDN1,aDN2
3702,response,h3,train,2,10,0.0,A,150.0,20.8,300.0,2065,2030,2030,2309,279,0.5115314570851501,0.4590749266772872,events_00225.parquet,0,0,0
3702,response,h3,train,2,11,0.0,A,150.0,21.3,300.0,2065,2030,2030,2316,286,0.5105507533037642,0.4584300606837166,events_00227.parquet,0,0,0
3702,response,h3,train,3,0,0.0,A,150.0,31.6,300.0,2065,2030,2030,2735,705,0.996350930452589,0.7706309762895404,events_00229.parquet,8,1,2
3702,response,h3,train,3,1,0.0,A,150.0,32.1,300.0,2065,2030,2030,2506,476,0.7924583248083988,0.6400902788818926,events_00231.parquet,5,0,0
3702,response,h3,train,3,2,0.0,A,150.0,32.6,300.0,2065,2030,2030,2412,382,0.6743402172174497,0.5642574663616892,events_00233.parquet,3,0,0
3702,response,h3,train,3,3,0.0,A,150.0,33.1,300.0,2065,2030,2030,2374,344,0.6057238509342642,0.5200841561010827,events_00235.parquet,2,0,0
3702,response,h3,train,3,4,0.0,A,150.0,33.6,300.0,2065,2030,2030,2350,320,0.5657541869319557,0.4942824554551462,events_00237.parquet,2,0,0
3702,response,h3,train,3,5,0.0,A,150.0,34.1,300.0,2065,2030,2030,2333,303,0.5424078427385498,0.4791706958299155,events_00239.parquet,0,0,0
3702,response,h3,train,3,6,0.0,A,150.0,34.6,300.0,2065,2030,2030,2307,277,0.5287341571772759,0.4702960432354796,events_00241.parquet,0,0,0
3702,response,h3,train,3,7,0.0,A,150.0,35.1,300.0,2065,2030,2030,2314,284,0.5207040394377603,0.4650703110944587,events_00243.parquet,0,0,0
3702,response,h3,train,3,8,0.0,A,150.0,35.6,300.0,2065,2030,2030,2299,269,0.5159756014599317,0.4619850584280266,events_00245.parquet,0,0,0
3702,response,h3,train,3,9,0.0,A,150.0,36.1,300.0,2065,2030,2030,2309,279,0.5131839494032485,0.4601587716177509,events_00247.parquet,1,0,0
3702,response,h3,train,3,10,0.0,A,150.0,36.6,300.0,2065,2030,2030,2309,279,0.5115314567612457,0.4590749264579467,events_00249.parquet,0,0,0
3702,response,h3,train,3,11,0.0,A,150.0,37.1,300.0,2065,2030,2030,2316,286,0.5105507531052976,0.4584300605490811,events_00251.parquet,0,0,0
3702,response,fast24,train,1,12,0.0,A,150.0,6.0,300.0,2065,2030,2030,2308,278,0.5099737667125858,0.4580497359407606,events_00253.parquet,0,0,0
3702,response,fast24,train,1,13,0.0,A,150.0,6.5,300.0,2065,2030,2030,2308,278,0.5096231223647313,0.457818021950104,events_00255.parquet,0,0,0
3702,response,fast24,train,1,14,0.0,A,150.0,7.0,300.0,2065,2030,2030,2319,289,0.5094134588757029,0.4576791368312085,events_00257.parquet,0,0,0
3702,response,fast24,train,1,15,0.0,A,150.0,7.5,300.0,2065,2030,2030,2318,288,0.509287790423318,0.4575956946916159,events_00259.parquet,0,0,0
3702,response,fast24,train,1,16,0.0,A,150.0,8.0,300.0,2065,2030,2030,2306,276,0.5092122888531734,0.4575454466505178,events_00261.parquet,0,0,0
3702,response,fast24,train,1,17,0.0,A,150.0,8.5,300.0,2065,2030,2030,2306,276,0.5091668225454046,0.4575151193581274,events_00263.parquet,0,0,0
3702,response,fast24,train,1,18,0.0,A,150.0,9.0,300.0,2065,2030,2030,2306,276,0.5091393812764621,0.4574967748969503,events_00265.parquet,0,0,0
3702,response,fast24,train,1,19,0.0,A,150.0,9.5,300.0,2065,2030,2030,2306,276,0.5091227825215754,0.4574856548029424,events_00267.parquet,0,0,0
