model,seed,interval_ms,phase,pulse,rest_ms,onset_s,input_events,sensory_spikes,total_spikes,resource_before,resource_after,aBN1,aBN1_latency_ms,aBN1_v_before_mV,aBN1_g_before_mV,aDN1,aDN1_latency_ms,aDN1_v_before_mV,aDN1_g_before_mV,aDN2,aDN2_latency_ms,aDN2_v_before_mV,aDN2_g_before_mV
static,1703,500.0,train,6,0.0,3.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000013,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,train,7,0.0,3.5,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000013,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,train,8,0.0,4.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000057,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,train,9,0.0,4.5,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000057,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,train,10,0.0,5.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000057,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,train,11,0.0,5.5,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999613311475,3.5305601565328467e-25,3,57.40000000000034,-51.99999824066675,6.034485863754262e-26,4,43.20000000000057,-51.999997735696304,8.040257047695028e-26
static,1703,500.0,recovery,-1,2000.0,7.8,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.591586074238821e-181,3,57.40000000000034,-51.99999999999894,2.7203625600800615e-182,4,43.20000000000057,-51.99999999999894,3.624569638541135e-182
static,1703,500.0,recovery,-1,10000.0,15.8,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.23516e-319,3,57.39999999999945,-51.99999999999894,1.23516e-319,4,43.20000000000057,-51.99999999999894,1.23516e-319
static,1703,2000.0,train,0,0.0,0.0,2145,2109,3062,1.0,1.0,10,19.0,-52.0,0.0,3,57.4,-52.0,0.0,4,43.2,-52.0,0.0
static,1703,2000.0,train,1,0.0,2.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.39999999999989,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000013,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,2,0.0,4.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000034,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,3,0.0,6.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000034,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,4,0.0,8.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,5,0.0,10.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,6,0.0,12.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,7,0.0,14.0,2145,2109,3062,1.0,1.0,10,19.000000000000128,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000057,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,8,0.0,16.0,2145,2109,3062,1.0,1.0,10,19.000000000001904,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000235,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,9,0.0,18.0,2145,2109,3062,1.0,1.0,10,19.000000000001904,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000235,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,10,0.0,20.0,2145,2109,3062,1.0,1.0,10,19.000000000001904,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000235,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,train,11,0.0,22.0,2145,2109,3062,1.0,1.0,10,19.000000000001904,-51.99999999999894,1.817603058308751e-155,3,57.40000000000123,-51.99999999999894,3.1066741465898154e-156,4,43.20000000000235,-51.99999999999894,4.139285312116183e-156
static,1703,2000.0,recovery,-1,2000.0,24.3,2145,2109,3062,1.0,1.0,10,19.000000000001904,-51.99999999999894,1.591586074238821e-181,3,57.40000000000123,-51.99999999999894,2.7203625600800615e-182,4,43.1999999999988,-51.99999999999894,3.624569638541135e-182
